,product,price,quantity,date,region,products
9493,pink morsel,$3.00,504,2019-01-11,south,pink morsel
9494,pink morsel,$3.00,536,2019-01-11,east,pink morsel
9495,pink morsel,$3.00,537,2019-01-11,west,pink morsel
9520,pink morsel,$3.00,522,2019-01-12,north,pink morsel
9521,pink morsel,$3.00,591,2019-01-12,south,pink morsel
9522,pink morsel,$3.00,569,2019-01-12,east,pink morsel
9523,pink morsel,$3.00,584,2019-01-12,west,pink morsel
9548,pink morsel,$3.00,517,2019-01-13,north,pink morsel
9549,pink morsel,$3.00,501,2019-01-13,south,pink morsel
9550,pink morsel,$3.00,512,2019-01-13,east,pink morsel
9551,pink morsel,$3.00,576,2019-01-13,west,pink morsel
9576,pink morsel,$3.00,564,2019-01-14,north,pink morsel
9577,pink morsel,$3.00,507,2019-01-14,south,pink morsel
9578,pink morsel,$3.00,566,2019-01-14,east,pink morsel
9579,pink morsel,$3.00,597,2019-01-14,west,pink morsel
9604,pink morsel,$3.00,535,2019-01-15,north,pink morsel
9605,pink morsel,$3.00,587,2019-01-15,south,pink morsel
9606,pink morsel,$3.00,539,2019-01-15,east,pink morsel
9607,pink morsel,$3.00,501,2019-01-15,west,pink morsel
9632,pink morsel,$3.00,516,2019-01-16,north,pink morsel
9633,pink morsel,$3.00,578,2019-01-16,south,pink morsel
9634,pink morsel,$3.00,502,2019-01-16,east,pink morsel
9635,pink morsel,$3.00,511,2019-01-16,west,pink morsel
9660,pink morsel,$3.00,530,2019-01-17,north,pink morsel
9661,pink morsel,$3.00,569,2019-01-17,south,pink morsel
9662,pink morsel,$3.00,503,2019-01-17,east,pink morsel
9663,pink morsel,$3.00,551,2019-01-17,west,pink morsel
9688,pink morsel,$3.00,524,2019-01-18,north,pink morsel
9689,pink morsel,$3.00,521,2019-01-18,south,pink morsel
9690,pink morsel,$3.00,545,2019-01-18,east,pink morsel
9691,pink morsel,$3.00,578,2019-01-18,west,pink morsel
9716,pink morsel,$3.00,529,2019-01-19,north,pink morsel
9717,pink morsel,$3.00,502,2019-01-19,south,pink morsel
9718,pink morsel,$3.00,563,2019-01-19,east,pink morsel
9719,pink morsel,$3.00,567,2019-01-19,west,pink morsel
9744,pink morsel,$3.00,569,2019-01-20,north,pink morsel
9745,pink morsel,$3.00,519,2019-01-20,south,pink morsel
9746,pink morsel,$3.00,574,2019-01-20,east,pink morsel
9747,pink morsel,$3.00,543,2019-01-20,west,pink morsel
9772,pink morsel,$3.00,537,2019-01-21,north,pink morsel
9773,pink morsel,$3.00,505,2019-01-21,south,pink morsel
9774,pink morsel,$3.00,538,2019-01-21,east,pink morsel
9775,pink morsel,$3.00,531,2019-01-21,west,pink morsel
9800,pink morsel,$3.00,573,2019-01-22,north,pink morsel
9801,pink morsel,$3.00,502,2019-01-22,south,pink morsel
9802,pink morsel,$3.00,598,2019-01-22,east,pink morsel
9803,pink morsel,$3.00,577,2019-01-22,west,pink morsel
9828,pink morsel,$3.00,554,2019-01-23,north,pink morsel
9829,pink morsel,$3.00,576,2019-01-23,south,pink morsel
9830,pink morsel,$3.00,521,2019-01-23,east,pink morsel
9831,pink morsel,$3.00,554,2019-01-23,west,pink morsel
9856,pink morsel,$3.00,549,2019-01-24,north,pink morsel
9857,pink morsel,$3.00,546,2019-01-24,south,pink morsel
9858,pink morsel,$3.00,519,2019-01-24,east,pink morsel
9859,pink morsel,$3.00,506,2019-01-24,west,pink morsel
9884,pink morsel,$3.00,520,2019-01-25,north,pink morsel
9885,pink morsel,$3.00,552,2019-01-25,south,pink morsel
9886,pink morsel,$3.00,569,2019-01-25,east,pink morsel
9887,pink morsel,$3.00,589,2019-01-25,west,pink morsel
9912,pink morsel,$3.00,557,2019-01-26,north,pink morsel
9913,pink morsel,$3.00,562,2019-01-26,south,pink morsel
9914,pink morsel,$3.00,551,2019-01-26,east,pink morsel
9915,pink morsel,$3.00,549,2019-01-26,west,pink morsel
9940,pink morsel,$3.00,508,2019-01-27,north,pink morsel
9941,pink morsel,$3.00,501,2019-01-27,south,pink morsel
9942,pink morsel,$3.00,511,2019-01-27,east,pink morsel
9943,pink morsel,$3.00,595,2019-01-27,west,pink morsel
9968,pink morsel,$3.00,577,2019-01-28,north,pink morsel
9969,pink morsel,$3.00,594,2019-01-28,south,pink morsel
9970,pink morsel,$3.00,520,2019-01-28,east,pink morsel
9971,pink morsel,$3.00,594,2019-01-28,west,pink morsel
9996,pink morsel,$3.00,500,2019-01-29,north,pink morsel
9997,pink morsel,$3.00,576,2019-01-29,south,pink morsel
9998,pink morsel,$3.00,535,2019-01-29,east,pink morsel
9999,pink morsel,$3.00,538,2019-01-29,west,pink morsel
10024,pink morsel,$3.00,594,2019-01-30,north,pink morsel
10025,pink morsel,$3.00,546,2019-01-30,south,pink morsel
10026,pink morsel,$3.00,599,2019-01-30,east,pink morsel
10027,pink morsel,$3.00,547,2019-01-30,west,pink morsel
10052,pink morsel,$3.00,550,2019-01-31,north,pink morsel
10053,pink morsel,$3.00,512,2019-01-31,south,pink morsel
10054,pink morsel,$3.00,533,2019-01-31,east,pink morsel
10055,pink morsel,$3.00,580,2019-01-31,west,pink morsel
10080,pink morsel,$3.00,583,2019-02-01,north,pink morsel
10081,pink morsel,$3.00,527,2019-02-01,south,pink morsel
10082,pink morsel,$3.00,554,2019-02-01,east,pink morsel
10083,pink morsel,$3.00,503,2019-02-01,west,pink morsel
10108,pink morsel,$3.00,532,2019-02-02,north,pink morsel
10109,pink morsel,$3.00,546,2019-02-02,south,pink morsel
10110,pink morsel,$3.00,582,2019-02-02,east,pink morsel
10111,pink morsel,$3.00,537,2019-02-02,west,pink morsel
10136,pink morsel,$3.00,534,2019-02-03,north,pink morsel
10137,pink morsel,$3.00,574,2019-02-03,south,pink morsel
10138,pink morsel,$3.00,578,2019-02-03,east,pink morsel
10139,pink morsel,$3.00,583,2019-02-03,west,pink morsel
10164,pink morsel,$3.00,516,2019-02-04,north,pink morsel
10165,pink morsel,$3.00,549,2019-02-04,south,pink morsel
10166,pink morsel,$3.00,520,2019-02-04,east,pink morsel
10167,pink morsel,$3.00,514,2019-02-04,west,pink morsel
10192,pink morsel,$3.00,539,2019-02-05,north,pink morsel
10193,pink morsel,$3.00,553,2019-02-05,south,pink morsel
10194,pink morsel,$3.00,558,2019-02-05,east,pink morsel
10195,pink morsel,$3.00,508,2019-02-05,west,pink morsel
10220,pink morsel,$3.00,517,2019-02-06,north,pink morsel
10221,pink morsel,$3.00,574,2019-02-06,south,pink morsel
10222,pink morsel,$3.00,521,2019-02-06,east,pink morsel
10223,pink morsel,$3.00,564,2019-02-06,west,pink morsel
10248,pink morsel,$3.00,578,2019-02-07,north,pink morsel
10249,pink morsel,$3.00,528,2019-02-07,south,pink morsel
10250,pink morsel,$3.00,554,2019-02-07,east,pink morsel
10251,pink morsel,$3.00,515,2019-02-07,west,pink morsel
10276,pink morsel,$3.00,554,2019-02-08,north,pink morsel
10277,pink morsel,$3.00,538,2019-02-08,south,pink morsel
10278,pink morsel,$3.00,573,2019-02-08,east,pink morsel
10279,pink morsel,$3.00,596,2019-02-08,west,pink morsel
10304,pink morsel,$3.00,593,2019-02-09,north,pink morsel
10305,pink morsel,$3.00,555,2019-02-09,south,pink morsel
10306,pink morsel,$3.00,535,2019-02-09,east,pink morsel
10307,pink morsel,$3.00,547,2019-02-09,west,pink morsel
10332,pink morsel,$3.00,575,2019-02-10,north,pink morsel
10333,pink morsel,$3.00,537,2019-02-10,south,pink morsel
10334,pink morsel,$3.00,520,2019-02-10,east,pink morsel
10335,pink morsel,$3.00,525,2019-02-10,west,pink morsel
10360,pink morsel,$3.00,521,2019-02-11,north,pink morsel
10361,pink morsel,$3.00,591,2019-02-11,south,pink morsel
10362,pink morsel,$3.00,512,2019-02-11,east,pink morsel
10363,pink morsel,$3.00,517,2019-02-11,west,pink morsel
10388,pink morsel,$3.00,524,2019-02-12,north,pink morsel
10389,pink morsel,$3.00,536,2019-02-12,south,pink morsel
10390,pink morsel,$3.00,584,2019-02-12,east,pink morsel
10391,pink morsel,$3.00,578,2019-02-12,west,pink morsel
10416,pink morsel,$3.00,562,2019-02-13,north,pink morsel
10417,pink morsel,$3.00,594,2019-02-13,south,pink morsel
10418,pink morsel,$3.00,500,2019-02-13,east,pink morsel
10419,pink morsel,$3.00,577,2019-02-13,west,pink morsel
10444,pink morsel,$3.00,575,2019-02-14,north,pink morsel
10445,pink morsel,$3.00,526,2019-02-14,south,pink morsel
10446,pink morsel,$3.00,520,2019-02-14,east,pink morsel
10447,pink morsel,$3.00,548,2019-02-14,west,pink morsel
10472,pink morsel,$3.00,522,2019-02-15,north,pink morsel
10473,pink morsel,$3.00,528,2019-02-15,south,pink morsel
10474,pink morsel,$3.00,565,2019-02-15,east,pink morsel
10475,pink morsel,$3.00,578,2019-02-15,west,pink morsel
10500,pink morsel,$3.00,598,2019-02-16,north,pink morsel
10501,pink morsel,$3.00,577,2019-02-16,south,pink morsel
10502,pink morsel,$3.00,558,2019-02-16,east,pink morsel
10503,pink morsel,$3.00,533,2019-02-16,west,pink morsel
10528,pink morsel,$3.00,504,2019-02-17,north,pink morsel
10529,pink morsel,$3.00,551,2019-02-17,south,pink morsel
10530,pink morsel,$3.00,574,2019-02-17,east,pink morsel
10531,pink morsel,$3.00,547,2019-02-17,west,pink morsel
10556,pink morsel,$3.00,565,2019-02-18,north,pink morsel
10557,pink morsel,$3.00,583,2019-02-18,south,pink morsel
10558,pink morsel,$3.00,576,2019-02-18,east,pink morsel
10559,pink morsel,$3.00,588,2019-02-18,west,pink morsel
10584,pink morsel,$3.00,572,2019-02-19,north,pink morsel
10585,pink morsel,$3.00,533,2019-02-19,south,pink morsel
10586,pink morsel,$3.00,532,2019-02-19,east,pink morsel
10587,pink morsel,$3.00,548,2019-02-19,west,pink morsel
10612,pink morsel,$3.00,580,2019-02-20,north,pink morsel
10613,pink morsel,$3.00,547,2019-02-20,south,pink morsel
10614,pink morsel,$3.00,522,2019-02-20,east,pink morsel
10615,pink morsel,$3.00,552,2019-02-20,west,pink morsel
10640,pink morsel,$3.00,533,2019-02-21,north,pink morsel
10641,pink morsel,$3.00,575,2019-02-21,south,pink morsel
10642,pink morsel,$3.00,577,2019-02-21,east,pink morsel
10643,pink morsel,$3.00,573,2019-02-21,west,pink morsel
10668,pink morsel,$3.00,590,2019-02-22,north,pink morsel
10669,pink morsel,$3.00,598,2019-02-22,south,pink morsel
10670,pink morsel,$3.00,575,2019-02-22,east,pink morsel
10671,pink morsel,$3.00,571,2019-02-22,west,pink morsel
10696,pink morsel,$3.00,533,2019-02-23,north,pink morsel
10697,pink morsel,$3.00,581,2019-02-23,south,pink morsel
10698,pink morsel,$3.00,506,2019-02-23,east,pink morsel
10699,pink morsel,$3.00,538,2019-02-23,west,pink morsel
10724,pink morsel,$3.00,564,2019-02-24,north,pink morsel
10725,pink morsel,$3.00,585,2019-02-24,south,pink morsel
10726,pink morsel,$3.00,551,2019-02-24,east,pink morsel
10727,pink morsel,$3.00,508,2019-02-24,west,pink morsel
10752,pink morsel,$3.00,545,2019-02-25,north,pink morsel
10753,pink morsel,$3.00,578,2019-02-25,south,pink morsel
10754,pink morsel,$3.00,571,2019-02-25,east,pink morsel
10755,pink morsel,$3.00,526,2019-02-25,west,pink morsel
10780,pink morsel,$3.00,522,2019-02-26,north,pink morsel
10781,pink morsel,$3.00,551,2019-02-26,south,pink morsel
10782,pink morsel,$3.00,502,2019-02-26,east,pink morsel
10783,pink morsel,$3.00,552,2019-02-26,west,pink morsel
10808,pink morsel,$3.00,531,2019-02-27,north,pink morsel
10809,pink morsel,$3.00,515,2019-02-27,south,pink morsel
10810,pink morsel,$3.00,578,2019-02-27,east,pink morsel
10811,pink morsel,$3.00,545,2019-02-27,west,pink morsel
10836,pink morsel,$3.00,570,2019-02-28,north,pink morsel
10837,pink morsel,$3.00,523,2019-02-28,south,pink morsel
10838,pink morsel,$3.00,577,2019-02-28,east,pink morsel
10839,pink morsel,$3.00,533,2019-02-28,west,pink morsel
10864,pink morsel,$3.00,531,2019-03-01,north,pink morsel
10865,pink morsel,$3.00,569,2019-03-01,south,pink morsel
10866,pink morsel,$3.00,546,2019-03-01,east,pink morsel
10867,pink morsel,$3.00,513,2019-03-01,west,pink morsel
10892,pink morsel,$3.00,594,2019-03-02,north,pink morsel
10893,pink morsel,$3.00,598,2019-03-02,south,pink morsel
10894,pink morsel,$3.00,536,2019-03-02,east,pink morsel
10895,pink morsel,$3.00,563,2019-03-02,west,pink morsel
10920,pink morsel,$3.00,566,2019-03-03,north,pink morsel
10921,pink morsel,$3.00,506,2019-03-03,south,pink morsel
10922,pink morsel,$3.00,531,2019-03-03,east,pink morsel
10923,pink morsel,$3.00,537,2019-03-03,west,pink morsel
10948,pink morsel,$3.00,529,2019-03-04,north,pink morsel
10949,pink morsel,$3.00,562,2019-03-04,south,pink morsel
10950,pink morsel,$3.00,506,2019-03-04,east,pink morsel
10951,pink morsel,$3.00,544,2019-03-04,west,pink morsel
10976,pink morsel,$3.00,522,2019-03-05,north,pink morsel
10977,pink morsel,$3.00,523,2019-03-05,south,pink morsel
10978,pink morsel,$3.00,581,2019-03-05,east,pink morsel
10979,pink morsel,$3.00,519,2019-03-05,west,pink morsel
11004,pink morsel,$3.00,582,2019-03-06,north,pink morsel
11005,pink morsel,$3.00,554,2019-03-06,south,pink morsel
11006,pink morsel,$3.00,558,2019-03-06,east,pink morsel
11007,pink morsel,$3.00,536,2019-03-06,west,pink morsel
11032,pink morsel,$3.00,517,2019-03-07,north,pink morsel
11033,pink morsel,$3.00,527,2019-03-07,south,pink morsel
11034,pink morsel,$3.00,520,2019-03-07,east,pink morsel
11035,pink morsel,$3.00,558,2019-03-07,west,pink morsel
11060,pink morsel,$3.00,507,2019-03-08,north,pink morsel
11061,pink morsel,$3.00,594,2019-03-08,south,pink morsel
11062,pink morsel,$3.00,539,2019-03-08,east,pink morsel
11063,pink morsel,$3.00,599,2019-03-08,west,pink morsel
11088,pink morsel,$3.00,511,2019-03-09,north,pink morsel
11089,pink morsel,$3.00,583,2019-03-09,south,pink morsel
11090,pink morsel,$3.00,552,2019-03-09,east,pink morsel
11091,pink morsel,$3.00,548,2019-03-09,west,pink morsel
11116,pink morsel,$3.00,515,2019-03-10,north,pink morsel
11117,pink morsel,$3.00,592,2019-03-10,south,pink morsel
11118,pink morsel,$3.00,550,2019-03-10,east,pink morsel
11119,pink morsel,$3.00,579,2019-03-10,west,pink morsel
11144,pink morsel,$3.00,553,2019-03-11,north,pink morsel
11145,pink morsel,$3.00,574,2019-03-11,south,pink morsel
11146,pink morsel,$3.00,563,2019-03-11,east,pink morsel
11147,pink morsel,$3.00,564,2019-03-11,west,pink morsel
11172,pink morsel,$3.00,506,2019-03-12,north,pink morsel
11173,pink morsel,$3.00,527,2019-03-12,south,pink morsel
11174,pink morsel,$3.00,542,2019-03-12,east,pink morsel
11175,pink morsel,$3.00,556,2019-03-12,west,pink morsel
11200,pink morsel,$3.00,508,2019-03-13,north,pink morsel
11201,pink morsel,$3.00,599,2019-03-13,south,pink morsel
11202,pink morsel,$3.00,514,2019-03-13,east,pink morsel
11203,pink morsel,$3.00,551,2019-03-13,west,pink morsel
11228,pink morsel,$3.00,559,2019-03-14,north,pink morsel
11229,pink morsel,$3.00,508,2019-03-14,south,pink morsel
11230,pink morsel,$3.00,564,2019-03-14,east,pink morsel
11231,pink morsel,$3.00,568,2019-03-14,west,pink morsel
11256,pink morsel,$3.00,549,2019-03-15,north,pink morsel
11257,pink morsel,$3.00,557,2019-03-15,south,pink morsel
11258,pink morsel,$3.00,521,2019-03-15,east,pink morsel
11259,pink morsel,$3.00,550,2019-03-15,west,pink morsel
11284,pink morsel,$3.00,521,2019-03-16,north,pink morsel
11285,pink morsel,$3.00,560,2019-03-16,south,pink morsel
11286,pink morsel,$3.00,576,2019-03-16,east,pink morsel
11287,pink morsel,$3.00,560,2019-03-16,west,pink morsel
11312,pink morsel,$3.00,561,2019-03-17,north,pink morsel
11313,pink morsel,$3.00,546,2019-03-17,south,pink morsel
11314,pink morsel,$3.00,515,2019-03-17,east,pink morsel
11315,pink morsel,$3.00,557,2019-03-17,west,pink morsel
11340,pink morsel,$3.00,567,2019-03-18,north,pink morsel
11341,pink morsel,$3.00,505,2019-03-18,south,pink morsel
11342,pink morsel,$3.00,588,2019-03-18,east,pink morsel
11343,pink morsel,$3.00,556,2019-03-18,west,pink morsel
11368,pink morsel,$3.00,559,2019-03-19,north,pink morsel
11369,pink morsel,$3.00,584,2019-03-19,south,pink morsel
11370,pink morsel,$3.00,545,2019-03-19,east,pink morsel
11371,pink morsel,$3.00,535,2019-03-19,west,pink morsel
11396,pink morsel,$3.00,545,2019-03-20,north,pink morsel
11397,pink morsel,$3.00,532,2019-03-20,south,pink morsel
11398,pink morsel,$3.00,536,2019-03-20,east,pink morsel
11399,pink morsel,$3.00,593,2019-03-20,west,pink morsel
11424,pink morsel,$3.00,592,2019-03-21,north,pink morsel
11425,pink morsel,$3.00,545,2019-03-21,south,pink morsel
11426,pink morsel,$3.00,597,2019-03-21,east,pink morsel
11427,pink morsel,$3.00,593,2019-03-21,west,pink morsel
11452,pink morsel,$3.00,582,2019-03-22,north,pink morsel
11453,pink morsel,$3.00,515,2019-03-22,south,pink morsel
11454,pink morsel,$3.00,589,2019-03-22,east,pink morsel
11455,pink morsel,$3.00,577,2019-03-22,west,pink morsel
11480,pink morsel,$3.00,578,2019-03-23,north,pink morsel
11481,pink morsel,$3.00,503,2019-03-23,south,pink morsel
11482,pink morsel,$3.00,562,2019-03-23,east,pink morsel
11483,pink morsel,$3.00,599,2019-03-23,west,pink morsel
11508,pink morsel,$3.00,522,2019-03-24,north,pink morsel
11509,pink morsel,$3.00,519,2019-03-24,south,pink morsel
11510,pink morsel,$3.00,599,2019-03-24,east,pink morsel
11511,pink morsel,$3.00,585,2019-03-24,west,pink morsel
11536,pink morsel,$3.00,550,2019-03-25,north,pink morsel
11537,pink morsel,$3.00,500,2019-03-25,south,pink morsel
11538,pink morsel,$3.00,518,2019-03-25,east,pink morsel
11539,pink morsel,$3.00,578,2019-03-25,west,pink morsel
11564,pink morsel,$3.00,567,2019-03-26,north,pink morsel
11565,pink morsel,$3.00,594,2019-03-26,south,pink morsel
11566,pink morsel,$3.00,599,2019-03-26,east,pink morsel
11567,pink morsel,$3.00,519,2019-03-26,west,pink morsel
11592,pink morsel,$3.00,556,2019-03-27,north,pink morsel
11593,pink morsel,$3.00,525,2019-03-27,south,pink morsel
11594,pink morsel,$3.00,536,2019-03-27,east,pink morsel
11595,pink morsel,$3.00,509,2019-03-27,west,pink morsel
11620,pink morsel,$3.00,506,2019-03-28,north,pink morsel
11621,pink morsel,$3.00,503,2019-03-28,south,pink morsel
11622,pink morsel,$3.00,589,2019-03-28,east,pink morsel
11623,pink morsel,$3.00,519,2019-03-28,west,pink morsel
11648,pink morsel,$3.00,535,2019-03-29,north,pink morsel
11649,pink morsel,$3.00,562,2019-03-29,south,pink morsel
11650,pink morsel,$3.00,552,2019-03-29,east,pink morsel
11651,pink morsel,$3.00,551,2019-03-29,west,pink morsel
11676,pink morsel,$3.00,574,2019-03-30,north,pink morsel
11677,pink morsel,$3.00,531,2019-03-30,south,pink morsel
11678,pink morsel,$3.00,519,2019-03-30,east,pink morsel
11679,pink morsel,$3.00,570,2019-03-30,west,pink morsel
11704,pink morsel,$3.00,595,2019-03-31,north,pink morsel
11705,pink morsel,$3.00,570,2019-03-31,south,pink morsel
11706,pink morsel,$3.00,551,2019-03-31,east,pink morsel
11707,pink morsel,$3.00,524,2019-03-31,west,pink morsel
11732,pink morsel,$3.00,504,2019-04-01,north,pink morsel
11733,pink morsel,$3.00,598,2019-04-01,south,pink morsel
11734,pink morsel,$3.00,523,2019-04-01,east,pink morsel
11735,pink morsel,$3.00,536,2019-04-01,west,pink morsel
11760,pink morsel,$3.00,541,2019-04-02,north,pink morsel
11761,pink morsel,$3.00,597,2019-04-02,south,pink morsel
11762,pink morsel,$3.00,595,2019-04-02,east,pink morsel
11763,pink morsel,$3.00,543,2019-04-02,west,pink morsel
11788,pink morsel,$3.00,513,2019-04-03,north,pink morsel
11789,pink morsel,$3.00,542,2019-04-03,south,pink morsel
11790,pink morsel,$3.00,565,2019-04-03,east,pink morsel
11791,pink morsel,$3.00,506,2019-04-03,west,pink morsel
11816,pink morsel,$3.00,510,2019-04-04,north,pink morsel
11817,pink morsel,$3.00,561,2019-04-04,south,pink morsel
11818,pink morsel,$3.00,554,2019-04-04,east,pink morsel
11819,pink morsel,$3.00,544,2019-04-04,west,pink morsel
11844,pink morsel,$3.00,538,2019-04-05,north,pink morsel
11845,pink morsel,$3.00,535,2019-04-05,south,pink morsel
11846,pink morsel,$3.00,554,2019-04-05,east,pink morsel
11847,pink morsel,$3.00,571,2019-04-05,west,pink morsel
11872,pink morsel,$3.00,583,2019-04-06,north,pink morsel
11873,pink morsel,$3.00,571,2019-04-06,south,pink morsel
11874,pink morsel,$3.00,572,2019-04-06,east,pink morsel
11875,pink morsel,$3.00,519,2019-04-06,west,pink morsel
11900,pink morsel,$3.00,535,2019-04-07,north,pink morsel
11901,pink morsel,$3.00,545,2019-04-07,south,pink morsel
11902,pink morsel,$3.00,506,2019-04-07,east,pink morsel
11903,pink morsel,$3.00,544,2019-04-07,west,pink morsel
11928,pink morsel,$3.00,571,2019-04-08,north,pink morsel
11929,pink morsel,$3.00,593,2019-04-08,south,pink morsel
11930,pink morsel,$3.00,581,2019-04-08,east,pink morsel
11931,pink morsel,$3.00,525,2019-04-08,west,pink morsel
11956,pink morsel,$3.00,576,2019-04-09,north,pink morsel
11957,pink morsel,$3.00,573,2019-04-09,south,pink morsel
11958,pink morsel,$3.00,585,2019-04-09,east,pink morsel
11959,pink morsel,$3.00,539,2019-04-09,west,pink morsel
11984,pink morsel,$3.00,514,2019-04-10,north,pink morsel
11985,pink morsel,$3.00,542,2019-04-10,south,pink morsel
11986,pink morsel,$3.00,503,2019-04-10,east,pink morsel
11987,pink morsel,$3.00,546,2019-04-10,west,pink morsel
12012,pink morsel,$3.00,527,2019-04-11,north,pink morsel
12013,pink morsel,$3.00,560,2019-04-11,south,pink morsel
12014,pink morsel,$3.00,523,2019-04-11,east,pink morsel
12015,pink morsel,$3.00,545,2019-04-11,west,pink morsel
12040,pink morsel,$3.00,513,2019-04-12,north,pink morsel
12041,pink morsel,$3.00,529,2019-04-12,south,pink morsel
12042,pink morsel,$3.00,531,2019-04-12,east,pink morsel
12043,pink morsel,$3.00,527,2019-04-12,west,pink morsel
12068,pink morsel,$3.00,505,2019-04-13,north,pink morsel
12069,pink morsel,$3.00,537,2019-04-13,south,pink morsel
12070,pink morsel,$3.00,548,2019-04-13,east,pink morsel
12071,pink morsel,$3.00,598,2019-04-13,west,pink morsel
12096,pink morsel,$3.00,500,2019-04-14,north,pink morsel
12097,pink morsel,$3.00,579,2019-04-14,south,pink morsel
12098,pink morsel,$3.00,574,2019-04-14,east,pink morsel
12099,pink morsel,$3.00,588,2019-04-14,west,pink morsel
12124,pink morsel,$3.00,510,2019-04-15,north,pink morsel
12125,pink morsel,$3.00,534,2019-04-15,south,pink morsel
12126,pink morsel,$3.00,508,2019-04-15,east,pink morsel
12127,pink morsel,$3.00,590,2019-04-15,west,pink morsel
12152,pink morsel,$3.00,532,2019-04-16,north,pink morsel
12153,pink morsel,$3.00,556,2019-04-16,south,pink morsel
12154,pink morsel,$3.00,528,2019-04-16,east,pink morsel
12155,pink morsel,$3.00,571,2019-04-16,west,pink morsel
12180,pink morsel,$3.00,523,2019-04-17,north,pink morsel
12181,pink morsel,$3.00,562,2019-04-17,south,pink morsel
12182,pink morsel,$3.00,549,2019-04-17,east,pink morsel
12183,pink morsel,$3.00,503,2019-04-17,west,pink morsel
12208,pink morsel,$3.00,530,2019-04-18,north,pink morsel
12209,pink morsel,$3.00,550,2019-04-18,south,pink morsel
12210,pink morsel,$3.00,519,2019-04-18,east,pink morsel
12211,pink morsel,$3.00,525,2019-04-18,west,pink morsel
12236,pink morsel,$3.00,591,2019-04-19,north,pink morsel
12237,pink morsel,$3.00,543,2019-04-19,south,pink morsel
12238,pink morsel,$3.00,508,2019-04-19,east,pink morsel
12239,pink morsel,$3.00,504,2019-04-19,west,pink morsel
12264,pink morsel,$3.00,507,2019-04-20,north,pink morsel
12265,pink morsel,$3.00,551,2019-04-20,south,pink morsel
12266,pink morsel,$3.00,528,2019-04-20,east,pink morsel
12267,pink morsel,$3.00,571,2019-04-20,west,pink morsel
12292,pink morsel,$3.00,561,2019-04-21,north,pink morsel
12293,pink morsel,$3.00,583,2019-04-21,south,pink morsel
12294,pink morsel,$3.00,515,2019-04-21,east,pink morsel
12295,pink morsel,$3.00,543,2019-04-21,west,pink morsel
12320,pink morsel,$3.00,511,2019-04-22,north,pink morsel
12321,pink morsel,$3.00,529,2019-04-22,south,pink morsel
12322,pink morsel,$3.00,557,2019-04-22,east,pink morsel
12323,pink morsel,$3.00,550,2019-04-22,west,pink morsel
12348,pink morsel,$3.00,556,2019-04-23,north,pink morsel
12349,pink morsel,$3.00,558,2019-04-23,south,pink morsel
12350,pink morsel,$3.00,576,2019-04-23,east,pink morsel
12351,pink morsel,$3.00,506,2019-04-23,west,pink morsel
12376,pink morsel,$3.00,518,2019-04-24,north,pink morsel
12377,pink morsel,$3.00,573,2019-04-24,south,pink morsel
12378,pink morsel,$3.00,582,2019-04-24,east,pink morsel
12379,pink morsel,$3.00,555,2019-04-24,west,pink morsel
12404,pink morsel,$3.00,501,2019-04-25,north,pink morsel
12405,pink morsel,$3.00,564,2019-04-25,south,pink morsel
12406,pink morsel,$3.00,575,2019-04-25,east,pink morsel
12407,pink morsel,$3.00,588,2019-04-25,west,pink morsel
12432,pink morsel,$3.00,570,2019-04-26,north,pink morsel
12433,pink morsel,$3.00,545,2019-04-26,south,pink morsel
12434,pink morsel,$3.00,588,2019-04-26,east,pink morsel
12435,pink morsel,$3.00,586,2019-04-26,west,pink morsel
12460,pink morsel,$3.00,580,2019-04-27,north,pink morsel
12461,pink morsel,$3.00,592,2019-04-27,south,pink morsel
12462,pink morsel,$3.00,580,2019-04-27,east,pink morsel
12463,pink morsel,$3.00,540,2019-04-27,west,pink morsel
12488,pink morsel,$3.00,522,2019-04-28,north,pink morsel
12489,pink morsel,$3.00,568,2019-04-28,south,pink morsel
12490,pink morsel,$3.00,526,2019-04-28,east,pink morsel
12491,pink morsel,$3.00,501,2019-04-28,west,pink morsel
12516,pink morsel,$3.00,534,2019-04-29,north,pink morsel
12517,pink morsel,$3.00,597,2019-04-29,south,pink morsel
12518,pink morsel,$3.00,584,2019-04-29,east,pink morsel
12519,pink morsel,$3.00,600,2019-04-29,west,pink morsel
12544,pink morsel,$3.00,573,2019-04-30,north,pink morsel
12545,pink morsel,$3.00,589,2019-04-30,south,pink morsel
12546,pink morsel,$3.00,500,2019-04-30,east,pink morsel
12547,pink morsel,$3.00,541,2019-04-30,west,pink morsel
12572,pink morsel,$3.00,555,2019-05-01,north,pink morsel
12573,pink morsel,$3.00,600,2019-05-01,south,pink morsel
12574,pink morsel,$3.00,577,2019-05-01,east,pink morsel
12575,pink morsel,$3.00,514,2019-05-01,west,pink morsel
12600,pink morsel,$3.00,525,2019-05-02,north,pink morsel
12601,pink morsel,$3.00,516,2019-05-02,south,pink morsel
12602,pink morsel,$3.00,599,2019-05-02,east,pink morsel
12603,pink morsel,$3.00,507,2019-05-02,west,pink morsel
12628,pink morsel,$3.00,520,2019-05-03,north,pink morsel
12629,pink morsel,$3.00,507,2019-05-03,south,pink morsel
12630,pink morsel,$3.00,535,2019-05-03,east,pink morsel
12631,pink morsel,$3.00,580,2019-05-03,west,pink morsel
